wl	flux	unc
10951.74279	0.030180872	0.000301809
10951.80063	0.024190474	0.000241905
10951.85846	0.012613351	0.000126134
10951.91628	0.014416433	0.000144164
10951.97409	0.015080421	0.000150804
10952.03189	0.013662976	0.00013663
10952.08967	0.009169504	9.1695E-05
10952.14744	0.025868249	0.000258682
10952.2052	0.027090467	0.000270905
10952.26295	0.008303639	8.30364E-05
10952.32068	0.007269712	7.26971E-05
10952.37841	0.027770441	0.000277704
10952.43612	0.034817764	0.000348178
10952.49382	0.019950827	0.000199508
10952.55151	0.020548487	0.000205485
10952.60918	0.01801226	0.000180123
10953.24282	0.017658936	0.000176589
10953.30035	0.01131562	0.000113156
10953.35787	0.024509126	0.000245091
10953.41538	0.016804517	0.000168045
10954.04715	0.016050061	0.000160501
10954.10452	0.032049021	0.00032049
10954.16187	0.012339494	0.000123395
10954.2192	0.04230154	0.000423015
10954.27653	0.0293494	0.000293494
10954.33384	0.016903049	0.00016903
10954.39115	0.03230053	0.000323005
10954.44843	0.03169822	0.000316982
10954.50571	0.016831205	0.000168312
10954.56298	0.02766266	0.000276627
10954.62023	0.031523676	0.000315237
10954.67747	0.026924937	0.000269249
10954.7347	0.026585799	0.000265858
10954.79192	0.028986158	0.000289862
10954.84912	0.018928394	0.000189284
10954.90632	0.020485728	0.000204857
10954.9635	0.026818151	0.000268182
10955.02066	0.027216707	0.000272167
10955.07782	0.030006831	0.000300068
10955.13497	0.025120923	0.000251209
10955.1921	0.019695797	0.000196958
10955.24922	0.026021425	0.000260214
10955.30633	0.025569186	0.000255692
10955.36342	0.029900818	0.000299008
10955.42051	0.015518679	0.000155187
10955.47758	0.026951155	0.000269512
10955.53464	0.038490746	0.000384907
10955.59168	0.018385775	0.000183858
10955.64872	0.020166295	0.000201663
10955.70574	0.02568643	0.000256864
10955.76275	0.020498238	0.000204982
10955.81975	0.00717653	7.17653E-05
10955.87674	0.016269811	0.000162698
10955.93371	0.01874663	0.000187466
10955.99068	0.039776312	0.000397763
10956.04763	0.035319897	0.000353199
10956.10456	0.025651873	0.000256519
10956.16149	0.030069769	0.000300698
10956.2184	0.03124683	0.000312468
10956.27531	0.030952116	0.000309521
10956.3322	0.01120317	0.000112032
10956.38907	0.026790196	0.000267902
10956.44594	0.023833384	0.000238334
10956.50279	0.00906818	9.06818E-05
10956.55963	0.024404559	0.000244046
10956.61646	0.011895144	0.000118951
10956.67328	0.017359031	0.00017359
10956.73008	0.024413088	0.000244131
10956.78688	0.03185061	0.000318506
10956.84366	0.019764581	0.000197646
10957.86362	0.022039513	0.000220395
10957.92017	0.011294706	0.000112947
10957.9767	0.007958076	7.95808E-05
10958.03323	0.010782157	0.000107822
10958.08974	0.020318705	0.000203187
10958.14624	0.017543109	0.000175431
10958.20273	0.023253657	0.000232537
10958.2592	0.007502473	7.50247E-05
10958.31567	0.006081532	6.08153E-05
