HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457914.96589,2017-06-10.4636733,bc,1.49,14.606,10.064,0.004,361.444,1.486,V
2457914.96716,2017-06-10.4649480,bc,1.48,14.607,10.065,0.004,361.284,1.396,V
2457917.84709,2017-06-13.3449012,bc,1.46,14.620,10.053,0.004,365.234,1.262,V
2457917.84835,2017-06-13.3461646,bc,1.43,14.619,10.051,0.004,366.078,1.380,V
2457917.84961,2017-06-13.3474310,bc,1.45,14.624,10.060,0.004,362.985,1.287,V
2457924.79045,2017-06-20.2883619,bc,1.51,14.584,10.063,0.004,361.977,1.363,V
2457924.79172,2017-06-20.2896262,bc,1.78,14.577,10.060,0.004,362.714,1.324,V
2457924.79299,2017-06-20.2909015,bc,1.52,14.585,10.064,0.004,361.664,1.348,V
2457927.89808,2017-06-23.3960425,bc,1.39,14.630,10.053,0.004,365.562,1.264,V
2457927.89935,2017-06-23.3973146,bc,1.38,14.630,10.053,0.004,365.319,1.331,V
2457927.90062,2017-06-23.3985813,bc,1.41,14.629,10.054,0.004,365.062,1.304,V
2457930.76730,2017-06-26.2653126,bc,1.68,14.599,10.057,0.004,363.974,1.333,V
2457930.76857,2017-06-26.2665824,bc,1.94,14.601,10.059,0.004,363.441,1.361,V
2457930.76984,2017-06-26.2678475,bc,1.78,14.596,10.050,0.004,366.296,1.357,V
2457934.88025,2017-06-30.3783429,bc,2.06,14.581,10.074,0.004,358.391,1.379,V
2457934.88152,2017-06-30.3796138,bc,1.99,14.586,10.066,0.004,360.871,1.442,V
2457934.88278,2017-06-30.3808785,bc,2.05,14.592,10.070,0.004,359.680,1.368,V
2457938.80018,2017-07-04.2983613,bc,1.47,14.627,10.060,0.004,363.075,1.319,V
2457938.80145,2017-07-04.2996358,bc,1.50,14.633,10.066,0.004,361.242,1.317,V
2457938.80273,2017-07-04.3009086,bc,1.52,14.626,10.053,0.004,365.272,1.309,V
2457941.88909,2017-07-07.3873474,bc,1.83,14.590,10.061,0.004,362.461,1.360,V
2457942.89016,2017-07-08.3884364,bc,1.46,14.622,10.058,0.004,363.516,1.308,V
2457942.89143,2017-07-08.3897047,bc,1.43,14.621,10.061,0.004,362.667,1.438,V
2457942.89269,2017-07-08.3909686,bc,1.48,14.632,10.068,0.004,360.131,1.400,V
2457945.88305,2017-07-11.3814026,bc,1.37,14.627,10.057,0.004,364.153,1.332,V
2457945.88431,2017-07-11.3826618,bc,1.39,14.632,10.067,0.004,360.680,1.241,V
2457945.88557,2017-07-11.3839243,bc,1.36,14.637,10.078,0.004,356.872,1.327,V
2457949.91257,2017-07-15.4110356,bc,1.37,14.609,10.052,0.004,365.881,1.276,V
2457949.91382,2017-07-15.4122902,bc,1.36,14.606,10.052,0.004,365.774,1.307,V
2457949.91509,2017-07-15.4135559,bc,1.38,14.610,10.052,0.004,365.675,1.271,V
2457955.86749,2017-07-21.3661342,bc,1.43,14.641,10.061,0.004,362.766,1.232,V
2457955.86877,2017-07-21.3674075,bc,1.41,14.652,10.082,0.004,355.576,1.248,V
2457955.87003,2017-07-21.3686696,bc,1.46,14.639,10.052,0.004,365.678,1.255,V
2457959.88666,2017-07-25.3854337,bc,1.36,14.620,10.063,0.004,361.923,1.254,V
2457959.88793,2017-07-25.3867027,bc,1.37,14.613,10.050,0.004,366.244,1.294,V
2457959.88920,2017-07-25.3879709,bc,1.35,14.614,10.051,0.004,366.017,1.324,V
2457961.76774,2017-07-27.2665763,bc,1.56,14.627,10.072,0.004,358.833,1.316,V
2457961.76900,2017-07-27.2678434,bc,1.49,14.622,10.059,0.004,363.566,1.275,V
2457961.77028,2017-07-27.2691092,bc,1.54,14.617,10.057,0.004,363.794,1.293,V
2457967.80224,2017-08-02.3012782,bc,1.40,14.628,10.064,0.004,361.597,1.321,V
2457967.80359,2017-08-02.3026274,bc,1.35,14.640,10.089,0.004,353.284,1.267,V
2457967.80486,2017-08-02.3038987,bc,1.34,14.626,10.059,0.004,363.040,1.328,V
2457971.80466,2017-08-06.3038337,bc,1.57,14.610,10.065,0.004,361.567,1.312,V
2457971.80593,2017-08-06.3051065,bc,1.57,14.613,10.068,0.004,360.324,1.344,V
2457971.80720,2017-08-06.3063729,bc,1.51,14.603,10.063,0.004,362.098,1.390,V
2457974.84242,2017-08-09.3417048,bc,1.44,14.620,10.079,0.004,356.626,1.365,V
2457974.84370,2017-08-09.3429787,bc,1.43,14.606,10.055,0.004,364.714,1.404,V
2457974.84503,2017-08-09.3443189,bc,1.45,14.610,10.059,0.004,363.243,1.264,V
2457977.83002,2017-08-12.3294134,bc,1.63,14.610,10.057,0.004,363.925,1.328,V
2457977.83128,2017-08-12.3306776,bc,1.54,14.606,10.053,0.004,365.135,1.290,V
2457977.83255,2017-08-12.3319439,bc,1.56,14.611,10.058,0.004,363.733,1.323,V
2457980.80710,2017-08-15.3066076,bc,1.46,14.614,10.053,0.004,365.285,1.312,V
2457980.80837,2017-08-15.3078751,bc,1.46,14.617,10.057,0.004,363.978,1.314,V
2457980.80963,2017-08-15.3091385,bc,1.44,14.618,10.063,0.004,361.735,1.281,V
2457983.81052,2017-08-18.3101378,bc,1.40,14.632,10.064,0.004,361.747,1.347,V
2457983.81178,2017-08-18.3113973,bc,1.38,14.632,10.065,0.004,361.443,1.277,V
2457983.81304,2017-08-18.3126619,bc,1.38,14.629,10.058,0.004,363.450,1.333,V
2457985.79928,2017-08-20.2989733,bc,1.34,14.630,10.057,0.004,364.027,1.377,V
2457985.80055,2017-08-20.3002475,bc,1.33,14.632,10.059,0.004,363.308,1.337,V
2457985.80183,2017-08-20.3015192,bc,1.40,14.624,10.049,0.004,366.846,1.269,V
2457990.79118,2017-08-25.2910585,bc,1.51,14.631,10.072,0.004,359.242,1.297,V
2457990.79244,2017-08-25.2923197,bc,1.55,14.615,10.060,0.004,363.279,1.291,V
2457990.79370,2017-08-25.2935855,bc,1.54,14.626,10.065,0.004,361.059,1.319,V
2457996.74861,2017-08-31.2487202,bc,1.39,14.628,10.056,0.004,364.504,1.301,V
2457996.74989,2017-08-31.2499975,bc,1.43,14.630,10.058,0.004,363.675,1.271,V
2457996.75116,2017-08-31.2512688,bc,1.39,14.629,10.057,0.004,364.021,1.356,V
2458002.75474,2017-09-06.2550788,bc,1.58,14.600,10.066,0.004,360.784,1.319,V
2458002.75602,2017-09-06.2563547,bc,1.58,14.603,10.062,0.004,362.236,1.414,V
2458002.75729,2017-09-06.2576271,bc,1.58,14.609,10.092,0.004,352.487,1.454,V
2458004.74496,2017-09-08.2453770,bc,1.47,14.628,10.068,0.004,360.366,1.268,V
2458004.74623,2017-09-08.2466424,bc,1.41,14.630,10.074,0.004,358.183,1.299,V
2458004.74749,2017-09-08.2479086,bc,1.45,14.626,10.063,0.004,361.984,1.292,V
2458010.74822,2017-09-14.2488579,bc,2.09,14.555,10.038,0.004,370.304,1.513,V
2458010.74950,2017-09-14.2501309,bc,2.04,14.562,10.046,0.004,367.823,1.441,V
2458010.75076,2017-09-14.2513937,bc,1.82,14.568,10.047,0.004,367.331,1.362,V
2458012.72760,2017-09-16.2283092,bc,1.57,13.864,10.068,0.009,360.515,2.716,V
2458012.72886,2017-09-16.2295729,bc,1.66,13.945,10.080,0.007,356.160,2.407,V
2458012.73014,2017-09-16.2308475,bc,1.56,14.171,10.054,0.006,364.938,2.131,V
2458013.72300,2017-09-17.2237550,bc,1.81,14.591,10.055,0.004,364.845,1.341,V
2458013.72427,2017-09-17.2250172,bc,1.73,14.590,10.047,0.004,367.292,1.327,V
2458013.72554,2017-09-17.2262960,bc,1.66,14.592,10.050,0.004,366.386,1.342,V
2458018.71171,2017-09-22.2126420,bc,1.54,14.569,10.053,0.004,365.495,1.478,V
2458018.71298,2017-09-22.2139116,bc,1.55,14.581,10.052,0.004,365.857,1.482,V
2458018.71425,2017-09-22.2151849,bc,1.58,14.592,10.052,0.004,365.713,1.363,V
2458058.54618,2017-11-01.0481875,bs,1.68,14.760,10.316,0.005,271.438,1.163,g
2458058.54739,2017-11-01.0493958,bs,1.72,14.671,10.284,0.010,279.519,2.612,g
2458058.54859,2017-11-01.0506006,bs,1.58,14.631,10.319,0.006,270.673,1.462,g
2458124.16900,2018-01-05.6707019,bc,1.52,14.574,10.063,0.004,361.743,1.556,V
2458124.17029,2018-01-05.6719875,bc,1.59,14.563,10.067,0.004,360.660,1.497,V
2458124.17157,2018-01-05.6732711,bc,1.61,14.577,10.075,0.004,358.126,1.544,V
2458125.16667,2018-01-06.6683377,bc,1.57,14.593,10.063,0.004,361.959,1.421,V
2458125.16795,2018-01-06.6696248,bc,1.59,14.589,10.066,0.004,361.168,1.522,V
2458126.16688,2018-01-07.6685244,bc,1.57,14.577,10.067,0.004,360.782,1.489,V
2458126.16814,2018-01-07.6697928,bc,1.57,14.587,10.062,0.004,362.467,1.533,V
2458126.16941,2018-01-07.6710589,bc,1.66,14.579,10.066,0.004,360.972,1.545,V
2458127.16042,2018-01-08.6620445,bc,1.68,14.579,10.052,0.004,365.609,1.438,V
2458127.16651,2018-01-08.6681368,bc,1.74,14.581,10.067,0.004,360.805,1.354,V
2458128.16827,2018-01-09.6698689,bc,2.08,14.563,10.041,0.004,369.516,1.427,V
2458128.16958,2018-01-09.6711831,bc,2.00,14.567,10.060,0.004,363.185,1.421,V
2458128.17090,2018-01-09.6725056,bc,2.03,14.572,10.082,0.004,355.611,1.424,V
2458130.15801,2018-01-11.6595503,bc,2.11,14.563,10.052,0.004,365.543,1.391,V
2458130.15928,2018-01-11.6608171,bc,2.00,14.566,10.062,0.004,362.318,1.335,V
2458130.16055,2018-01-11.6620915,bc,2.08,14.563,10.057,0.004,364.090,1.400,V
2458132.16279,2018-01-13.6642692,bc,1.62,14.564,10.064,0.004,361.906,1.352,V
2458132.16405,2018-01-13.6655355,bc,1.62,14.570,10.060,0.004,362.920,1.426,V
2458132.16532,2018-01-13.6667983,bc,1.62,14.577,10.065,0.004,361.338,1.298,V
2458133.15932,2018-01-14.6607729,bc,1.57,14.598,10.051,0.004,365.932,1.381,V
2458133.16059,2018-01-14.6620449,bc,1.56,14.601,10.057,0.004,364.043,1.358,V
2458133.16187,2018-01-14.6633195,bc,1.51,14.605,10.064,0.004,361.639,1.357,V
2458137.99795,2018-01-19.4992502,bs,1.55,15.058,10.288,0.009,278.365,2.286,g
2458137.99920,2018-01-19.5005078,bs,1.51,15.044,10.261,0.009,285.365,2.294,g
2458138.00042,2018-01-19.5017223,bs,1.51,15.073,10.325,0.009,269.114,2.198,g
2458138.99873,2018-01-20.5000025,bs,1.48,15.084,10.330,0.009,268.014,2.149,g
2458138.99995,2018-01-20.5012215,bs,1.48,15.088,10.337,0.009,266.204,2.093,g
2458139.00119,2018-01-20.5024616,bs,1.47,15.053,10.260,0.009,285.828,2.247,g
2458148.11599,2018-01-29.6169560,bc,1.38,14.598,10.063,0.004,362.014,1.354,V
2458148.11727,2018-01-29.6182296,bc,1.41,14.595,10.066,0.004,361.095,1.460,V
2458148.11855,2018-01-29.6195177,bc,1.39,14.589,10.051,0.004,366.033,1.419,V
2458149.11637,2018-01-30.6172993,bc,1.43,14.597,10.066,0.004,361.181,1.430,V
2458149.11764,2018-01-30.6185763,bc,1.38,14.617,10.083,0.004,355.619,1.397,V
2458149.11891,2018-01-30.6198388,bc,1.43,14.599,10.065,0.004,361.599,1.350,V
2458155.95183,2018-02-06.4525131,bs,1.48,15.067,10.326,0.009,268.830,2.128,g
2458155.95307,2018-02-06.4537449,bs,1.48,15.029,10.258,0.008,286.391,2.197,g
2458155.95428,2018-02-06.4549612,bs,1.45,15.072,10.333,0.009,267.253,2.117,g
2458157.99463,2018-02-08.4952289,bs,1.44,14.930,10.238,0.008,291.468,2.130,g
2458157.99585,2018-02-08.4964478,bs,1.48,14.968,10.261,0.009,285.605,2.304,g
2458157.99706,2018-02-08.4976665,bs,1.50,99.990,99.990,99.990,99.990,99.990,g
2458159.00262,2018-02-09.5031841,bs,1.47,15.077,10.252,0.009,287.833,2.315,g
2458159.00385,2018-02-09.5044171,bs,1.44,99.990,99.990,99.990,99.990,99.990,g
2458159.00507,2018-02-09.5056334,bs,1.48,99.990,99.990,99.990,99.990,99.990,g
2458159.94204,2018-02-10.4425684,bs,1.50,15.057,10.270,0.009,283.106,2.235,g
2458159.94326,2018-02-10.4437887,bs,1.49,99.990,99.990,99.990,99.990,99.990,g
2458159.94448,2018-02-10.4450064,bs,1.45,99.990,99.990,99.990,99.990,99.990,g
2458162.94384,2018-02-13.4442570,bs,1.55,99.990,99.990,99.990,99.990,99.990,g
2458162.94505,2018-02-13.4454701,bs,1.54,99.990,99.990,99.990,99.990,99.990,g
2458162.94629,2018-02-13.4466972,bs,1.67,99.990,99.990,99.990,99.990,99.990,g
2458164.92645,2018-02-15.4267820,bs,1.45,14.760,10.259,0.008,286.039,2.237,g
2458164.92766,2018-02-15.4279974,bs,1.47,14.378,10.240,0.009,290.904,2.289,g
2458164.92893,2018-02-15.4292571,bs,1.42,14.589,10.249,0.011,288.711,2.921,g
2458168.91768,2018-02-19.4178574,bs,1.51,99.990,99.990,99.990,99.990,99.990,g
2458168.91889,2018-02-19.4190737,bs,1.53,99.990,99.990,99.990,99.990,99.990,g
2458168.92012,2018-02-19.4203006,bs,1.51,99.990,99.990,99.990,99.990,99.990,g
2458169.91432,2018-02-20.4144662,bs,1.62,15.028,10.229,0.009,294.313,2.288,g
2458169.91567,2018-02-20.4158090,bs,1.60,15.037,10.240,0.008,290.998,2.240,g
2458169.91724,2018-02-20.4173818,bs,1.63,15.047,10.251,0.008,288.327,2.177,g
2458171.91075,2018-02-22.4108216,bs,1.47,14.933,10.244,0.010,289.941,2.692,g
2458171.91198,2018-02-22.4120510,bs,1.44,14.907,10.226,0.010,294.845,2.745,g
2458171.91320,2018-02-22.4132675,bs,1.44,15.031,10.229,0.009,294.074,2.446,g
2458172.90758,2018-02-23.4076034,bs,1.45,14.975,10.236,0.009,292.182,2.470,g
2458172.90879,2018-02-23.4088179,bs,1.43,99.990,99.990,99.990,99.990,99.990,g
2458172.91001,2018-02-23.4100393,bs,1.45,14.284,10.323,0.008,269.777,1.841,g
2458173.95806,2018-02-24.4580400,bs,1.54,15.057,10.237,0.009,291.704,2.319,g
2458173.95930,2018-02-24.4592834,bs,1.51,15.084,10.283,0.009,279.910,2.261,g
2458173.96071,2018-02-24.4606966,bs,1.53,15.083,10.282,0.009,280.064,2.213,g
2458174.96242,2018-02-25.4623628,bs,1.51,15.065,10.238,0.009,291.776,2.344,g
2458174.96364,2018-02-25.4635828,bs,1.45,15.102,10.311,0.009,272.741,2.214,g
2458174.96486,2018-02-25.4648033,bs,1.46,15.106,10.317,0.009,271.258,2.194,g
2458175.97042,2018-02-26.4703209,bs,1.63,15.041,10.230,0.009,293.834,2.273,g
2458175.97163,2018-02-26.4715386,bs,1.74,15.036,10.222,0.009,296.106,2.386,g
2458175.97285,2018-02-26.4727601,bs,1.73,15.044,10.228,0.008,294.395,2.199,g
2458179.88530,2018-03-02.3850534,bs,2.17,14.975,10.276,0.008,281.527,2.138,g
2458179.88652,2018-03-02.3862760,bs,2.13,14.970,10.259,0.009,286.146,2.406,g
2458179.88775,2018-03-02.3875015,bs,2.14,14.983,10.274,0.008,282.008,2.191,g
2458186.86974,2018-03-09.3692271,bs,1.71,14.906,10.248,0.008,288.745,2.196,g
2458186.87096,2018-03-09.3704449,bs,1.65,14.899,10.225,0.009,295.310,2.347,g
2458186.87220,2018-03-09.3716792,bs,1.64,14.938,10.247,0.008,289.174,2.105,g
2458187.84866,2018-03-10.3480996,bs,1.61,14.995,10.234,0.008,292.660,2.141,g
2458187.84986,2018-03-10.3493089,bs,1.54,99.990,99.990,99.990,99.990,99.990,g
2458187.85109,2018-03-10.3505339,bs,1.57,99.990,99.990,99.990,99.990,99.990,g
2458190.86743,2018-03-13.3667576,bs,1.52,15.018,10.237,0.009,291.949,2.288,g
2458190.86865,2018-03-13.3679792,bs,1.48,15.020,10.235,0.008,292.375,2.198,g
2458190.86987,2018-03-13.3692026,bs,1.49,15.031,10.262,0.009,285.179,2.232,g
2458193.85395,2018-03-16.3531680,bs,1.55,99.990,99.990,99.990,99.990,99.990,g
2458193.85517,2018-03-16.3543891,bs,1.52,99.990,99.990,99.990,99.990,99.990,g
2458193.85639,2018-03-16.3556170,bs,1.55,99.990,99.990,99.990,99.990,99.990,g
2458196.84602,2018-03-19.3451351,bs,2.33,14.959,10.252,0.009,288.056,2.484,g
2458196.84723,2018-03-19.3463471,bs,2.35,14.965,10.248,0.009,289.035,2.482,g
2458196.84846,2018-03-19.3475697,bs,2.37,14.960,10.245,0.009,289.867,2.436,g
2458197.84415,2018-03-20.3432244,bs,1.50,99.990,99.990,99.990,99.990,99.990,g
2458197.84538,2018-03-20.3444575,bs,1.52,99.990,99.990,99.990,99.990,99.990,g
2458197.84660,2018-03-20.3456832,bs,1.51,14.842,10.235,0.009,292.457,2.320,g
2458198.83450,2018-03-21.3335456,bs,1.45,99.990,99.990,99.990,99.990,99.990,g
2458198.83571,2018-03-21.3347608,bs,1.46,99.990,99.990,99.990,99.990,99.990,g
2458198.83693,2018-03-21.3359785,bs,1.42,99.990,99.990,99.990,99.990,99.990,g
2458199.83749,2018-03-22.3364973,bs,1.46,15.043,10.255,0.009,287.030,2.309,g
2458199.83872,2018-03-22.3377246,bs,1.44,99.990,99.990,99.990,99.990,99.990,g
2458199.83994,2018-03-22.3389447,bs,1.43,15.061,10.288,0.009,278.455,2.192,g
2458203.82832,2018-03-26.3271899,bs,1.52,14.900,10.242,0.009,290.573,2.387,g
2458203.82954,2018-03-26.3284062,bs,1.55,14.906,10.252,0.008,287.784,2.154,g
2458203.83076,2018-03-26.3296270,bs,1.53,14.890,10.252,0.009,287.956,2.286,g
2458207.81283,2018-03-30.3115695,bs,1.64,14.994,10.272,0.009,282.543,2.369,g
2458207.81405,2018-03-30.3127884,bs,1.53,14.987,10.268,0.008,283.677,2.157,g
2458207.81527,2018-03-30.3140059,bs,1.58,15.002,10.271,0.008,283.146,2.117,g
2458207.96144,2018-03-30.4601752,bs,1.49,15.055,10.263,0.008,285.096,2.055,g
2458207.96265,2018-03-30.4613834,bs,1.57,15.051,10.250,0.009,288.395,2.335,g
2458207.96387,2018-03-30.4625995,bs,1.52,15.090,10.325,0.009,269.064,2.095,g
2458210.82810,2018-04-02.3267387,bs,1.52,15.042,10.360,0.009,260.857,2.107,g
2458210.82933,2018-04-02.3279718,bs,1.50,15.031,10.336,0.009,266.534,2.121,g
2458210.83056,2018-04-02.3291966,bs,1.55,15.003,10.259,0.009,285.952,2.370,g
2458212.80226,2018-04-04.3008439,bs,1.56,14.968,10.266,0.009,284.374,2.358,g
2458212.80348,2018-04-04.3020546,bs,1.63,14.972,10.260,0.009,285.694,2.228,g
2458212.80467,2018-04-04.3032592,bs,1.78,14.949,10.255,0.010,287.016,2.555,g
2458213.79727,2018-04-05.2958200,bs,1.56,14.979,10.245,0.008,289.679,2.189,g
2458213.79849,2018-04-05.2970342,bs,1.60,14.982,10.247,0.008,289.166,2.084,g
2458213.79971,2018-04-05.2982556,bs,1.57,14.980,10.244,0.009,289.966,2.259,g
2458216.78412,2018-04-08.2825855,bs,1.52,14.997,10.231,0.009,293.591,2.365,g
2458216.78533,2018-04-08.2837928,bs,1.56,14.993,10.221,0.009,296.108,2.380,g
2458216.78655,2018-04-08.2850093,bs,1.51,15.009,10.249,0.009,288.476,2.249,g
2458218.86292,2018-04-10.3613219,bs,1.41,14.682,10.227,0.010,294.444,2.585,g
2458218.86415,2018-04-10.3625520,bs,1.50,14.619,10.292,0.004,277.575,1.158,g
2458218.86543,2018-04-10.3638379,bs,1.38,14.750,10.247,0.007,289.320,1.815,g
2458219.78385,2018-04-11.2822325,bs,1.48,14.931,10.279,0.004,280.730,0.974,g
2458219.78506,2018-04-11.2834431,bs,1.48,14.900,10.233,0.008,293.150,2.173,g
2458219.78628,2018-04-11.2846574,bs,1.42,99.990,99.990,99.990,99.990,99.990,g
2458220.99364,2018-04-12.4919871,bc,1.36,14.607,10.053,0.004,365.517,1.386,V
2458220.99491,2018-04-12.4932586,bc,1.36,14.611,10.055,0.004,364.630,1.335,V
2458220.99619,2018-04-12.4945364,bc,1.33,14.609,10.052,0.004,365.840,1.323,V
2458222.06185,2018-04-13.5601673,bc,1.80,14.601,10.068,0.004,360.397,1.380,V
2458222.06313,2018-04-13.5614475,bc,1.83,14.602,10.067,0.004,360.580,1.305,V
2458222.06440,2018-04-13.5627211,bc,1.82,14.598,10.057,0.004,364.071,1.351,V
2458223.09597,2018-04-14.5942635,bc,1.41,14.396,10.057,0.005,364.111,1.566,V
2458223.09724,2018-04-14.5955346,bc,1.43,14.357,10.061,0.005,362.619,1.754,V
2458223.09852,2018-04-14.5968089,bc,1.43,14.317,10.057,0.005,364.095,1.641,V
2458223.76361,2018-04-15.2618863,bs,1.40,15.003,10.247,0.008,289.272,2.042,g
2458223.76483,2018-04-15.2631027,bs,1.46,14.983,10.217,0.009,297.173,2.325,g
2458223.76604,2018-04-15.2643167,bs,1.50,14.989,10.226,0.008,294.870,2.261,g
2458224.94786,2018-04-16.4461371,bc,1.54,14.586,10.053,0.004,365.535,1.312,V
2458224.94913,2018-04-16.4473828,bc,1.52,14.586,10.057,0.004,364.037,1.290,V
2458224.95041,2018-04-16.4486586,bc,1.55,14.561,10.075,0.004,357.973,1.442,V
2458227.75347,2018-04-19.2516453,bs,1.79,14.867,10.237,0.009,291.954,2.346,g
2458227.75468,2018-04-19.2528606,bs,1.77,14.754,10.237,0.009,291.937,2.344,g
2458227.75590,2018-04-19.2540796,bs,1.79,14.764,10.248,0.010,289.056,2.723,g
2458229.76707,2018-04-21.2652028,bs,2.00,99.990,99.990,99.990,99.990,99.990,g
2458229.76829,2018-04-21.2664251,bs,2.01,99.990,99.990,99.990,99.990,99.990,g
2458229.76952,2018-04-21.2676520,bs,2.00,99.990,99.990,99.990,99.990,99.990,g
2458230.75804,2018-04-22.2561482,bs,1.47,14.989,10.251,0.009,288.006,2.263,g
2458230.75925,2018-04-22.2573636,bs,1.48,14.985,10.238,0.009,291.561,2.370,g
2458230.76046,2018-04-22.2585752,bs,1.48,14.989,10.244,0.009,290.101,2.349,g
2458231.02296,2018-04-22.5210673,bc,1.32,14.209,10.046,0.012,367.729,4.010,V
2458231.02424,2018-04-22.5223428,bc,1.37,14.270,10.050,0.005,366.305,1.803,V
2458231.02552,2018-04-22.5236278,bc,1.37,14.240,10.064,0.007,361.630,2.168,V
2458231.75241,2018-04-23.2504986,bs,1.52,14.446,10.222,0.012,295.997,3.388,g
2458231.75362,2018-04-23.2517134,bs,1.47,14.678,10.228,0.009,294.368,2.328,g
2458231.75484,2018-04-23.2529295,bs,1.41,14.585,10.278,0.009,281.060,2.433,g
2458232.05320,2018-04-23.5512780,bc,1.39,14.269,10.073,0.006,358.412,1.952,V
2458232.05449,2018-04-23.5525700,bc,1.49,13.619,10.093,0.017,352.193,5.430,V
2458232.05576,2018-04-23.5538445,bc,1.42,14.148,10.057,0.008,364.024,2.811,V
2458232.74903,2018-04-24.2470981,bs,1.44,14.995,10.256,0.008,286.893,2.137,g
2458232.91974,2018-04-24.4178040,bs,1.44,99.990,99.990,99.990,99.990,99.990,g
2458232.92095,2018-04-24.4190182,bs,1.41,99.990,99.990,99.990,99.990,99.990,g
2458232.92217,2018-04-24.4202303,bs,1.45,99.990,99.990,99.990,99.990,99.990,g
2458233.91718,2018-04-25.4152224,bc,1.44,14.583,10.062,0.004,362.180,1.403,V
2458233.91845,2018-04-25.4164956,bc,1.51,14.589,10.066,0.004,360.994,1.414,V
2458233.91973,2018-04-25.4177710,bc,1.47,14.591,10.066,0.004,361.066,1.533,V
2458234.95628,2018-04-26.4543063,bc,1.39,14.628,10.068,0.004,360.461,1.351,V
2458234.95756,2018-04-26.4555851,bc,1.35,14.625,10.064,0.004,361.404,1.347,V
2458234.95884,2018-04-26.4568709,bc,1.38,14.612,10.057,0.004,364.225,1.403,V
2458238.83354,2018-04-30.3314914,bs,1.39,14.632,10.263,0.008,285.021,2.143,g
2458238.83476,2018-04-30.3327100,bs,1.54,14.873,10.312,0.008,272.512,2.044,g
2458240.72330,2018-05-02.2212193,bs,1.59,15.009,10.313,0.004,272.345,0.994,g
2458240.72451,2018-05-02.2224368,bs,1.55,14.965,10.254,0.009,287.232,2.327,g
2458240.72573,2018-05-02.2236542,bs,1.55,14.969,10.276,0.009,281.565,2.221,g
2458243.80930,2018-05-05.3071760,bs,1.45,15.085,10.304,0.004,274.398,0.958,g
2458243.81052,2018-05-05.3083910,bs,1.45,15.060,10.310,0.009,272.727,2.317,g
2458243.81173,2018-05-05.3096100,bs,1.46,15.056,10.295,0.009,276.659,2.193,g
2458244.85388,2018-05-06.3517535,bc,1.39,14.578,10.058,0.004,363.569,1.440,V
2458244.85516,2018-05-06.3530216,bc,1.42,14.576,10.054,0.003,365.031,1.279,V
2458244.85644,2018-05-06.3542961,bc,1.37,14.584,10.056,0.004,364.503,1.367,V
2458245.07184,2018-05-06.5697048,bc,1.29,14.576,10.058,0.004,363.807,1.312,V
2458245.07312,2018-05-06.5709829,bc,1.35,14.558,10.062,0.004,362.107,1.432,V
2458245.07440,2018-05-06.5722565,bc,1.36,14.522,10.056,0.005,364.173,1.409,V
2458245.77878,2018-05-07.2766368,bs,1.63,14.908,10.241,0.009,290.751,2.271,g
2458245.78000,2018-05-07.2778496,bs,1.61,99.990,99.990,99.990,99.990,99.990,g
2458245.78122,2018-05-07.2790686,bs,1.65,15.019,10.312,0.005,272.468,1.245,g
2458246.07367,2018-05-07.5715194,bc,1.34,14.528,10.067,0.005,360.846,1.448,V
2458246.07495,2018-05-07.5727986,bc,1.38,14.530,10.063,0.005,361.903,1.374,V
2458246.07623,2018-05-07.5740763,bc,1.39,14.532,10.068,0.005,360.443,1.369,V
2458246.74829,2018-05-08.2461328,bs,1.45,14.676,10.235,0.010,292.396,2.757,g
2458246.74951,2018-05-08.2473519,bs,1.47,14.694,10.234,0.012,292.749,3.114,g
2458246.75073,2018-05-08.2485718,bs,1.48,14.736,10.222,0.007,296.022,2.042,g
2458248.71323,2018-05-10.2110444,bs,1.43,99.990,99.990,99.990,99.990,99.990,g
2458248.71444,2018-05-10.2122572,bs,1.43,99.990,99.990,99.990,99.990,99.990,g
2458248.71566,2018-05-10.2134774,bs,1.48,99.990,99.990,99.990,99.990,99.990,g
2458251.74498,2018-05-13.2427646,bs,1.43,15.003,10.301,0.009,275.238,2.277,g
2458251.74740,2018-05-13.2451883,bs,1.42,14.992,10.292,0.008,277.401,2.156,g
2458252.84549,2018-05-14.3432686,bc,1.43,14.590,10.050,0.004,366.306,1.378,V
2458252.84678,2018-05-14.3445548,bc,1.43,14.594,10.054,0.004,365.109,1.361,V
2458252.84805,2018-05-14.3458277,bc,1.42,14.604,10.070,0.004,359.551,1.295,V
2458254.72522,2018-05-16.2229869,bs,1.59,99.990,99.990,99.990,99.990,99.990,g
2458254.72645,2018-05-16.2242069,bs,1.58,99.990,99.990,99.990,99.990,99.990,g
2458254.72766,2018-05-16.2254208,bs,1.60,14.963,10.226,0.008,294.903,2.248,g
2458257.72552,2018-05-19.2232702,bs,1.68,99.990,99.990,99.990,99.990,99.990,g
2458257.72675,2018-05-19.2244921,bs,1.68,99.990,99.990,99.990,99.990,99.990,g
2458257.72795,2018-05-19.2256953,bs,1.62,99.990,99.990,99.990,99.990,99.990,g
2458258.85044,2018-05-20.3481737,bc,1.50,14.603,10.055,0.004,364.632,1.360,V
2458258.85171,2018-05-20.3494420,bc,1.54,14.599,10.062,0.004,362.064,1.303,V
