HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457144.91156,2015-05-02.4094767,bc,1.43,14.620,10.060,0.004,363.154,1.365,V
2457144.91314,2015-05-02.4110590,bc,1.48,14.622,10.062,0.004,362.206,1.456,V
2457150.03826,2015-05-07.5361086,bc,1.44,14.648,10.057,0.004,364.138,1.343,V
2457150.03985,2015-05-07.5376939,bc,1.53,14.646,10.056,0.004,364.365,1.291,V
2457153.99800,2015-05-11.4958023,bc,1.42,14.476,10.052,0.005,365.446,1.491,V
2457153.99959,2015-05-11.4973930,bc,1.42,14.461,10.049,0.005,366.789,1.512,V
2457155.91546,2015-05-13.4132396,bc,1.39,14.657,10.092,0.004,352.657,1.293,V
2457155.91706,2015-05-13.4148460,bc,1.39,14.635,10.048,0.004,366.761,1.315,V
2457157.94515,2015-05-15.4429450,bc,1.38,14.654,10.051,0.004,366.003,1.282,V
2457157.94676,2015-05-15.4445539,bc,1.42,14.651,10.051,0.004,365.866,1.248,V
2457162.93548,2015-05-20.4332229,bc,1.50,14.642,10.051,0.004,366.108,1.228,V
2457162.93706,2015-05-20.4348005,bc,1.56,14.644,10.054,0.004,364.962,1.271,V
2457165.82274,2015-05-23.3204787,bc,1.36,14.595,10.054,0.004,365.118,1.322,V
2457165.82427,2015-05-23.3220121,bc,1.34,14.598,10.057,0.004,363.855,1.356,V
2457166.94880,2015-05-24.4465364,bc,1.56,14.653,10.059,0.004,363.323,1.244,V
2457166.95033,2015-05-24.4480681,bc,1.51,14.648,10.050,0.004,366.263,1.224,V
2457171.85369,2015-05-29.3514101,bc,1.45,14.666,10.099,0.004,350.144,1.227,V
2457171.85524,2015-05-29.3529650,bc,1.38,14.654,10.073,0.004,358.898,1.283,V
2457174.88679,2015-06-01.3845368,bc,1.75,14.630,10.062,0.004,362.318,1.310,V
2457174.88837,2015-06-01.3861136,bc,1.71,14.630,10.065,0.004,361.338,1.393,V
2457175.99884,2015-06-02.4965840,bc,1.43,14.642,10.063,0.004,362.003,1.229,V
2457176.00034,2015-06-02.4980915,bc,1.41,14.647,10.076,0.004,357.871,1.328,V
2457178.98382,2015-06-05.4815879,bc,1.41,14.647,10.062,0.004,362.451,1.296,V
2457178.98541,2015-06-05.4831732,bc,1.37,14.662,10.098,0.004,350.515,1.279,V
2457181.01998,2015-06-07.5177503,bc,1.42,14.642,10.055,0.004,364.711,1.263,V
2457181.02156,2015-06-07.5193293,bc,1.49,14.645,10.056,0.004,364.320,1.332,V
2457181.93668,2015-06-08.4344546,bc,1.51,14.653,10.056,0.004,364.341,1.292,V
2457181.93829,2015-06-08.4360680,bc,1.54,14.654,10.055,0.004,364.372,1.255,V
2457184.97885,2015-06-11.4766537,bc,1.36,14.646,10.052,0.004,365.627,1.296,V
2457184.98033,2015-06-11.4781403,bc,1.36,14.647,10.053,0.004,365.576,1.288,V
2457189.95709,2015-06-16.4549611,bc,1.38,14.640,10.061,0.004,362.401,1.248,V
2457189.95862,2015-06-16.4564930,bc,1.39,14.602,10.061,0.004,362.678,1.347,V
2457190.87451,2015-06-17.3723958,bc,2.18,13.815,10.064,0.010,361.935,3.333,V
2457190.87602,2015-06-17.3739046,bc,2.14,13.452,10.054,0.013,364.982,4.346,V
2457191.88163,2015-06-18.3795067,bc,1.41,14.642,10.056,0.004,364.490,1.242,V
2457191.88299,2015-06-18.3808663,bc,1.48,14.634,10.042,0.004,368.803,1.318,V
2457194.95389,2015-06-21.4518163,bc,1.61,14.625,10.051,0.004,365.987,1.267,V
2457194.95544,2015-06-21.4533658,bc,1.57,14.634,10.054,0.004,365.111,1.275,V
2457197.83227,2015-06-24.3302475,bc,1.37,14.654,10.061,0.004,362.529,1.261,V
2457197.83383,2015-06-24.3318116,bc,1.36,14.657,10.069,0.004,359.794,1.281,V
2457201.84079,2015-06-28.3388550,bc,1.39,14.653,10.059,0.004,363.113,1.294,V
2457201.84232,2015-06-28.3403802,bc,1.45,14.650,10.058,0.004,363.811,1.306,V
2457204.93374,2015-07-01.4318443,bc,1.37,14.651,10.092,0.004,352.464,1.426,V
2457204.93531,2015-07-01.4334166,bc,1.38,14.633,10.056,0.004,364.487,1.311,V
2457206.94597,2015-07-03.4441182,bc,1.44,14.606,10.058,0.004,363.538,1.313,V
2457206.94751,2015-07-03.4456581,bc,1.46,14.607,10.061,0.004,362.924,1.265,V
2457209.94050,2015-07-06.4387184,bc,1.58,14.624,10.055,0.004,364.763,1.332,V
2457209.94205,2015-07-06.4402724,bc,1.60,14.630,10.060,0.004,362.810,1.273,V
2457210.85670,2015-07-07.3549415,bc,1.47,14.632,10.048,0.004,367.107,1.321,V
2457210.85823,2015-07-07.3564688,bc,1.53,14.636,10.052,0.004,365.724,1.256,V
2457216.90013,2015-07-13.3985253,bc,1.39,14.653,10.064,0.004,361.598,1.245,V
2457216.90167,2015-07-13.4000649,bc,1.37,14.652,10.061,0.004,362.441,1.260,V
2457222.86417,2015-07-19.3627407,bc,1.46,14.638,10.050,0.004,366.497,1.305,V
2457222.86573,2015-07-19.3642943,bc,1.41,14.641,10.051,0.004,366.143,1.306,V
2457227.81268,2015-07-24.3113988,bc,1.36,14.656,10.062,0.004,362.576,1.234,V
2457227.81412,2015-07-24.3128371,bc,1.36,14.658,10.063,0.004,361.884,1.257,V
2457231.85366,2015-07-28.3525128,bc,1.38,14.665,10.100,0.004,349.749,1.297,V
2457231.85508,2015-07-28.3539276,bc,1.37,14.647,10.058,0.004,363.696,1.340,V
2457237.86339,2015-08-03.3624453,bc,1.40,14.672,10.091,0.004,352.543,1.258,V
2457237.86480,2015-08-03.3638504,bc,1.38,14.666,10.078,0.004,357.263,1.273,V
2457240.85268,2015-08-06.3518332,bc,1.38,14.655,10.053,0.004,365.087,1.238,V
2457240.85410,2015-08-06.3532618,bc,1.41,14.659,10.061,0.004,362.875,1.230,V
2457243.83510,2015-08-09.3343631,bc,1.40,14.655,10.061,0.004,362.894,1.267,V
2457243.83650,2015-08-09.3357616,bc,1.41,14.652,10.053,0.004,365.577,1.229,V
2457245.83350,2015-08-11.3328395,bc,1.42,14.650,10.058,0.004,363.618,1.317,V
2457245.83501,2015-08-11.3343498,bc,1.37,14.644,10.048,0.004,366.978,1.293,V
2457250.82255,2015-08-16.3220739,bc,1.38,14.336,10.084,0.006,355.140,2.024,V
2457251.82116,2015-08-17.3207151,bc,1.34,14.642,10.050,0.004,366.463,1.316,V
2457251.82261,2015-08-17.3221773,bc,1.34,14.645,10.055,0.004,364.604,1.321,V
2457256.82368,2015-08-22.3234276,bc,1.37,14.573,10.048,0.004,367.001,1.323,V
2457256.82512,2015-08-22.3248668,bc,1.38,14.540,10.057,0.004,364.140,1.418,V
2457256.82655,2015-08-22.3263060,bc,1.36,14.529,10.058,0.005,363.376,1.373,V
2457262.77907,2015-08-28.2790521,bc,1.39,14.599,10.062,0.004,362.324,1.331,V
2457262.78032,2015-08-28.2802968,bc,1.34,14.616,10.103,0.004,348.949,1.388,V
2457262.78157,2015-08-28.2815474,bc,1.43,14.585,10.060,0.004,362.843,1.374,V
2457267.78885,2015-09-02.2890196,bc,1.36,14.423,10.049,0.005,366.502,1.540,V
2457267.78974,2015-09-02.2899123,bc,1.33,14.428,10.061,0.005,362.645,1.488,V
2457267.79065,2015-09-02.2908181,bc,1.35,14.421,10.051,0.005,366.022,1.515,V
2457268.72829,2015-09-03.2284914,bc,1.46,14.426,10.058,0.005,363.567,1.591,V
2457268.72921,2015-09-03.2294123,bc,1.41,14.428,10.054,0.005,365.082,1.648,V
2457268.73012,2015-09-03.2303262,bc,1.44,14.429,10.058,0.005,363.512,1.519,V
2457270.76312,2015-09-05.2633975,bc,1.40,14.407,10.049,0.005,366.924,1.582,V
2457270.76402,2015-09-05.2643021,bc,1.40,14.409,10.053,0.005,365.369,1.568,V
2457270.76493,2015-09-05.2652089,bc,1.35,14.410,10.052,0.005,365.648,1.514,V
2457274.74809,2015-09-09.248525,bc,1.41,14.649,10.052,0.004,365.840,1.242,V
2457274.74934,2015-09-09.2497795,bc,1.46,14.654,10.057,0.004,363.733,1.285,V
2457274.75060,2015-09-09.2510335,bc,1.41,14.651,10.053,0.004,365.328,1.266,V
2457283.72048,2015-09-18.2212450,bc,1.46,14.426,10.055,0.005,364.800,1.579,V
2457283.72139,2015-09-18.2221567,bc,1.40,14.428,10.055,0.005,364.790,1.511,V
2457283.72230,2015-09-18.2230637,bc,1.36,14.432,10.061,0.005,362.915,1.565,V
2457396.17168,2016-01-08.6733115,bc,1.60,14.576,10.055,0.004,364.543,1.410,V
2457396.17293,2016-01-08.6745658,bc,1.63,14.559,10.059,0.004,363.246,1.468,V
2457396.17418,2016-01-08.6758152,bc,1.77,14.562,10.057,0.004,363.883,1.511,V
2457398.16101,2016-01-10.6625923,bc,1.40,14.598,10.051,0.004,366.022,1.326,V
2457398.16227,2016-01-10.6638466,bc,1.41,14.595,10.047,0.004,367.306,1.344,V
2457398.16352,2016-01-10.6650975,bc,1.39,14.604,10.060,0.004,363.105,1.315,V
2457404.15500,2016-01-16.6564108,bc,1.40,14.606,10.052,0.004,365.428,1.317,V
2457404.15624,2016-01-16.6576462,bc,1.46,14.607,10.053,0.004,365.229,1.304,V
2457404.15748,2016-01-16.6588903,bc,1.45,14.608,10.054,0.004,364.732,1.259,V
2457410.13485,2016-01-22.6360677,bc,1.44,14.592,10.058,0.004,363.600,1.457,V
2457410.13612,2016-01-22.6373332,bc,1.44,14.596,10.061,0.004,362.637,1.391,V
2457410.13737,2016-01-22.6385863,bc,1.40,14.597,10.067,0.004,360.885,1.441,V
2457413.13114,2016-01-25.6322608,bc,1.57,14.565,10.047,0.004,367.352,1.507,V
2457413.13240,2016-01-25.6335155,bc,1.49,14.584,10.067,0.004,360.488,1.460,V
2457413.13365,2016-01-25.6347692,bc,1.53,14.573,10.052,0.004,365.825,1.414,V
2457416.12472,2016-01-28.6257299,bc,1.48,14.597,10.060,0.004,362.725,1.403,V
2457416.12597,2016-01-28.6269848,bc,1.51,14.596,10.053,0.004,365.183,1.364,V
2457420.12408,2016-02-01.6249552,bc,1.45,14.644,10.067,0.004,360.869,1.304,V
2457420.12533,2016-02-01.6262019,bc,1.41,14.648,10.066,0.004,360.797,1.284,V
2457420.12658,2016-02-01.6274489,bc,1.45,14.645,10.066,0.004,360.935,1.299,V
2457423.10253,2016-02-04.6032888,bc,1.43,14.629,10.066,0.004,361.202,1.263,V
2457423.10378,2016-02-04.6045427,bc,1.55,14.624,10.056,0.004,364.532,1.333,V
2457423.10505,2016-02-04.6058099,bc,1.49,14.625,10.057,0.004,364.116,1.318,V
2457427.09381,2016-02-08.5944295,bc,2.39,14.525,10.058,0.005,363.595,1.445,V
2457427.09511,2016-02-08.5957252,bc,2.33,14.545,10.063,0.004,362.004,1.371,V
2457427.09638,2016-02-08.5969918,bc,2.25,14.544,10.055,0.004,364.578,1.413,V
2457430.08251,2016-02-11.5830163,bc,1.35,14.641,10.059,0.004,363.326,1.318,V
2457430.08377,2016-02-11.5842709,bc,1.41,14.638,10.055,0.004,364.674,1.257,V
2457430.08502,2016-02-11.5855209,bc,1.35,14.641,10.058,0.004,363.795,1.295,V
2457431.07903,2016-02-12.5794947,bc,1.43,14.626,10.058,0.004,363.674,1.274,V
2457431.08027,2016-02-12.5807381,bc,1.54,14.628,10.063,0.004,361.975,1.307,V
2457431.08152,2016-02-12.5819793,bc,1.51,14.629,10.062,0.004,362.517,1.299,V
2457433.07606,2016-02-14.5764474,bc,1.41,14.630,10.061,0.004,362.918,1.301,V
2457433.07731,2016-02-14.5776938,bc,1.38,14.630,10.061,0.004,362.748,1.337,V
2457433.07855,2016-02-14.5789371,bc,1.37,14.624,10.049,0.004,366.560,1.306,V
2457434.07246,2016-02-15.5728109,bc,1.49,14.614,10.041,0.004,369.524,1.399,V
2457434.07372,2016-02-15.5740649,bc,1.55,14.617,10.057,0.004,363.909,1.351,V
2457434.07497,2016-02-15.5753226,bc,1.53,14.623,10.064,0.004,361.586,1.347,V
2457435.06901,2016-02-16.5693231,bc,1.73,14.603,10.055,0.004,364.679,1.302,V
2457435.07027,2016-02-16.5705768,bc,1.74,14.603,10.062,0.004,362.259,1.314,V
2457435.07151,2016-02-16.5718180,bc,1.73,14.601,10.069,0.004,360.198,1.350,V
2457439.05953,2016-02-20.5596862,bc,1.66,14.598,10.067,0.004,360.530,1.424,V
2457439.06080,2016-02-20.5609510,bc,1.70,14.596,10.064,0.004,361.697,1.406,V
2457440.05590,2016-02-21.5560129,bc,1.41,14.501,10.061,0.005,362.588,1.576,V
2457440.05715,2016-02-21.5572677,bc,1.43,14.556,10.063,0.004,361.954,1.545,V
2457440.05842,2016-02-21.5585299,bc,1.42,14.480,10.055,0.005,364.508,1.607,V
2457441.09004,2016-02-22.5901152,bc,1.43,14.618,10.069,0.004,359.733,1.395,V
2457441.09130,2016-02-22.5913784,bc,1.48,14.629,10.079,0.004,356.642,1.348,V
2457441.09256,2016-02-22.5926353,bc,1.48,14.611,10.064,0.004,361.495,1.384,V
2457443.07551,2016-02-24.5755121,bc,1.39,14.646,10.089,0.004,353.353,1.296,V
2457443.07677,2016-02-24.5767651,bc,1.45,14.646,10.098,0.004,350.539,1.296,V
2457443.07802,2016-02-24.5780211,bc,1.38,14.631,10.065,0.004,361.297,1.342,V
2457445.12158,2016-02-26.6214962,bc,1.39,14.648,10.055,0.004,364.576,1.320,V
2457445.12283,2016-02-26.6227491,bc,1.35,14.656,10.069,0.004,359.914,1.254,V
2457445.12409,2016-02-26.6240035,bc,1.42,14.644,10.050,0.004,366.498,1.348,V
2457450.09659,2016-03-02.5963089,bc,1.43,14.658,10.062,0.004,362.429,1.239,V
2457450.09785,2016-03-02.5975731,bc,1.40,14.654,10.053,0.004,365.334,1.320,V
2457450.09910,2016-03-02.5988251,bc,1.38,14.655,10.058,0.004,363.764,1.274,V
2457452.08940,2016-03-04.5890516,bc,1.39,14.660,10.069,0.004,359.771,1.226,V
2457452.09066,2016-03-04.5903074,bc,1.37,14.656,10.060,0.004,362.865,1.215,V
2457452.09192,2016-03-04.5915709,bc,1.35,14.667,10.084,0.004,355.108,1.218,V
2457454.02939,2016-03-06.5289659,bc,1.43,14.632,10.045,0.004,367.860,1.319,V
2457454.03064,2016-03-06.5302121,bc,1.41,14.634,10.050,0.004,366.357,1.278,V
2457454.03190,2016-03-06.531475,bc,1.39,14.642,10.062,0.004,362.166,1.292,V
2457456.02243,2016-03-08.5219218,bc,1.41,14.442,10.060,0.005,362.863,1.505,V
2457456.02368,2016-03-08.5231753,bc,1.38,14.556,10.052,0.004,365.710,1.342,V
2457457.11376,2016-03-09.6132111,bc,2.01,14.621,10.053,0.004,365.138,1.372,V
2457457.11502,2016-03-09.6144791,bc,1.83,14.513,10.068,0.005,360.299,1.435,V
2457457.11628,2016-03-09.6157327,bc,2.02,14.626,10.050,0.004,366.372,1.289,V
2457460.00081,2016-03-12.5001554,bc,1.44,14.618,10.059,0.004,363.418,1.279,V
2457460.00205,2016-03-12.5013966,bc,1.49,14.620,10.058,0.004,363.622,1.378,V
2457460.00330,2016-03-12.5026501,bc,1.45,14.619,10.056,0.004,364.328,1.361,V
2457462.06577,2016-03-14.5650356,bc,1.58,13.544,10.074,0.011,358.256,3.683,V
2457462.06702,2016-03-14.5662880,bc,1.51,13.751,10.061,0.009,362.802,2.929,V
2457463.03936,2016-03-15.5385900,bc,1.43,14.654,10.072,0.004,359.194,1.268,V
2457463.04067,2016-03-15.5398988,bc,1.43,14.643,10.051,0.004,365.924,1.290,V
2457463.04192,2016-03-15.5411524,bc,1.35,14.648,10.055,0.004,364.698,1.285,V
2457465.98691,2016-03-18.4860401,bc,1.50,14.612,10.069,0.004,360.049,1.298,V
2457465.98820,2016-03-18.4873281,bc,1.42,14.619,10.083,0.004,355.382,1.351,V
2457465.98946,2016-03-18.4885799,bc,1.46,14.608,10.060,0.004,363.192,1.365,V
2457467.99127,2016-03-20.4903208,bc,1.42,14.612,10.057,0.004,364.139,1.386,V
2457467.99253,2016-03-20.4915856,bc,1.43,14.617,10.066,0.004,361.239,1.374,V
2457467.99378,2016-03-20.4928378,bc,1.40,14.617,10.061,0.004,362.876,1.542,V
2457478.02828,2016-03-30.5269906,bc,1.39,14.646,10.059,0.004,363.415,1.331,V
2457478.02953,2016-03-30.5282469,bc,1.37,14.642,10.062,0.004,362.643,1.278,V
2457479.07363,2016-03-31.5723125,bc,1.37,14.649,10.054,0.004,365.016,1.257,V
2457479.07488,2016-03-31.5735644,bc,1.33,14.654,10.057,0.003,364.219,1.205,V
2457479.07614,2016-03-31.5748155,bc,1.36,14.651,10.053,0.004,365.293,1.270,V
2457481.00226,2016-04-02.5008820,bc,1.62,14.627,10.049,0.004,366.686,1.284,V
2457481.00352,2016-04-02.5021387,bc,1.62,14.639,10.062,0.004,362.588,1.296,V
2457481.00477,2016-04-02.5033864,bc,1.54,14.636,10.058,0.004,363.823,1.280,V
2457487.92469,2016-04-09.4231084,bc,1.38,14.608,10.059,0.004,363.310,1.306,V
2457487.92594,2016-04-09.4243538,bc,1.40,14.599,10.050,0.004,366.475,1.336,V
2457487.92718,2016-04-09.4255976,bc,1.39,14.602,10.044,0.004,368.213,1.359,V
2457489.96303,2016-04-11.4613854,bc,1.43,14.630,10.050,0.004,366.424,1.272,V
2457489.96427,2016-04-11.4626321,bc,1.42,14.635,10.055,0.004,364.718,1.269,V
2457489.96552,2016-04-11.4638758,bc,1.39,14.640,10.062,0.004,362.292,1.256,V
2457493.91112,2016-04-15.4093734,bc,1.57,14.589,10.060,0.004,363.189,1.312,V
2457493.91238,2016-04-15.4106385,bc,1.76,14.580,10.057,0.004,364.157,1.373,V
2457493.91363,2016-04-15.4118908,bc,1.70,14.583,10.060,0.004,362.943,1.317,V
2457495.03296,2016-04-16.5311915,bc,1.39,14.571,10.062,0.004,362.578,1.450,V
2457495.03421,2016-04-16.5324447,bc,1.38,14.599,10.052,0.004,365.431,1.288,V
2457498.96965,2016-04-20.4677881,bc,1.41,14.616,10.055,0.004,364.732,1.396,V
2457498.97092,2016-04-20.4690550,bc,1.38,14.621,10.078,0.004,356.876,1.405,V
2457498.97217,2016-04-20.4703056,bc,1.41,14.641,10.106,0.004,348.114,1.339,V
2457502.95201,2016-04-24.4500620,bc,1.53,14.622,10.076,0.004,357.689,1.383,V
2457502.95326,2016-04-24.4513140,bc,1.42,14.629,10.069,0.004,359.963,1.343,V
2457504.95008,2016-04-26.4480967,bc,1.55,14.617,10.058,0.004,363.654,1.361,V
2457504.95140,2016-04-26.4494149,bc,1.51,14.625,10.062,0.004,362.628,1.331,V
2457504.95266,2016-04-26.4506732,bc,1.49,14.626,10.063,0.004,362.161,1.311,V
2457506.96456,2016-04-28.4625331,bc,1.57,14.630,10.059,0.004,363.381,1.297,V
2457506.96582,2016-04-28.4637984,bc,1.51,14.628,10.053,0.004,365.243,1.320,V
2457506.96708,2016-04-28.4650541,bc,1.57,14.624,10.063,0.004,362.044,1.316,V
2457507.96118,2016-04-29.4591387,bc,2.09,14.577,10.058,0.004,363.626,1.310,V
2457507.96243,2016-04-29.4603901,bc,1.79,14.600,10.060,0.004,363.201,1.340,V
2457507.96367,2016-04-29.4616325,bc,1.90,14.598,10.060,0.004,362.993,1.380,V
2457510.96972,2016-05-02.4676267,bc,1.60,14.633,10.061,0.004,362.653,1.237,V
2457510.97097,2016-05-02.4688787,bc,1.54,14.632,10.058,0.004,363.803,1.349,V
2457510.97222,2016-05-02.4701309,bc,1.54,14.629,10.056,0.004,364.384,1.286,V
2457514.89557,2016-05-06.3934203,bc,1.36,14.622,10.052,0.004,365.634,1.270,V
2457514.89683,2016-05-06.3946870,bc,1.35,14.623,10.060,0.004,363.234,1.324,V
2457514.89810,2016-05-06.3959493,bc,1.44,14.622,10.052,0.004,365.472,1.338,V
2457523.82604,2016-05-15.3238064,bc,1.46,14.590,10.065,0.004,361.353,1.357,V
2457523.82729,2016-05-15.3250599,bc,1.47,14.592,10.067,0.004,360.474,1.330,V
2457523.82855,2016-05-15.3263111,bc,1.44,14.587,10.060,0.004,362.994,1.398,V
2457526.06619,2016-05-17.5639391,bc,1.49,14.620,10.062,0.004,362.373,1.315,V
2457526.06746,2016-05-17.5652045,bc,1.41,14.625,10.068,0.004,360.300,1.313,V
2457526.06871,2016-05-17.5664572,bc,1.51,14.615,10.061,0.004,362.897,1.308,V
2457528.86513,2016-05-20.3628646,bc,1.46,14.611,10.069,0.004,360.044,1.374,V
2457528.86639,2016-05-20.3641225,bc,1.54,14.610,10.069,0.004,359.973,1.438,V
2457528.86764,2016-05-20.3653770,bc,1.50,14.602,10.056,0.004,364.563,1.419,V
2457531.89790,2016-05-23.3956248,bc,1.69,14.617,10.055,0.004,364.713,1.354,V
2457531.89915,2016-05-23.3968791,bc,1.73,14.620,10.065,0.004,361.170,1.297,V
2457531.90042,2016-05-23.3981461,bc,1.75,14.616,10.062,0.004,362.450,1.344,V
2457535.94091,2016-05-27.4386365,bc,1.35,14.631,10.055,0.004,364.855,1.325,V
2457535.94217,2016-05-27.4398909,bc,1.36,14.637,10.061,0.004,362.733,1.342,V
2457535.94342,2016-05-27.4411431,bc,1.35,14.634,10.050,0.004,366.263,1.261,V
2457538.87780,2016-05-30.3755288,bc,1.36,14.639,10.062,0.004,362.137,1.265,V
2457538.87906,2016-05-30.3767815,bc,1.40,14.651,10.085,0.004,354.821,1.251,V
2457538.88033,2016-05-30.3780535,bc,1.37,14.635,10.057,0.004,364.017,1.280,V
2457543.97371,2016-06-04.4714562,bc,1.37,14.416,10.049,0.005,366.629,1.499,V
2457543.97496,2016-06-04.4727082,bc,1.36,14.425,10.065,0.005,361.101,1.589,V
2457543.97622,2016-06-04.4739692,bc,1.41,14.396,10.063,0.005,361.883,1.650,V
2457544.99335,2016-06-05.4910996,bc,1.35,14.656,10.089,0.004,353.562,1.261,V
2457544.99462,2016-06-05.4923667,bc,1.38,14.643,10.059,0.004,363.612,1.262,V
2457544.99587,2016-06-05.4936278,bc,1.35,14.658,10.091,0.004,352.487,1.283,V
2457548.91423,2016-06-09.4120112,bc,1.42,14.655,10.062,0.004,362.511,1.270,V
2457548.91549,2016-06-09.4132744,bc,1.42,14.652,10.058,0.004,363.708,1.251,V
2457548.91675,2016-06-09.4145299,bc,1.40,14.648,10.048,0.004,367.076,1.306,V
2457549.75306,2016-06-10.2508540,bc,1.68,14.586,10.066,0.004,361.072,1.398,V
2457549.75432,2016-06-10.2521067,bc,1.63,14.581,10.055,0.004,364.847,1.358,V
2457549.75557,2016-06-10.2533592,bc,1.60,14.592,10.055,0.004,364.490,1.344,V
2457550.76490,2016-06-11.2626949,bc,1.47,14.618,10.062,0.004,362.338,1.301,V
2457550.76615,2016-06-11.2639506,bc,1.44,14.622,10.063,0.004,362.059,1.251,V
2457550.76742,2016-06-11.2652167,bc,1.41,14.623,10.064,0.004,361.576,1.342,V
2457555.83507,2016-06-16.3329348,bc,1.50,14.563,10.056,0.004,364.513,1.479,V
2457555.83634,2016-06-16.3341935,bc,1.45,14.622,10.059,0.004,363.452,1.325,V
2457555.83760,2016-06-16.3354577,bc,1.49,14.637,10.057,0.004,364.025,1.362,V
2457559.89674,2016-06-20.3946598,bc,1.43,14.645,10.062,0.004,362.118,1.304,V
2457559.89800,2016-06-20.3959187,bc,1.40,14.640,10.069,0.004,359.908,1.315,V
2457559.89926,2016-06-20.3971721,bc,1.44,14.633,10.057,0.004,364.261,1.376,V
2457561.91224,2016-06-22.4101885,bc,1.37,14.611,10.062,0.004,362.355,1.389,V
2457561.91349,2016-06-22.4114375,bc,1.35,14.670,10.164,0.004,329.934,1.378,V
2457561.91476,2016-06-22.4127062,bc,1.38,14.628,10.063,0.004,361.890,1.413,V
2457565.95160,2016-06-26.4496212,bc,1.42,14.572,10.053,0.004,365.307,1.426,V
2457565.95287,2016-06-26.4508868,bc,1.42,14.603,10.060,0.004,363.010,1.556,V
2457565.95413,2016-06-26.4521516,bc,1.39,14.633,10.056,0.004,364.142,1.312,V
2457570.95251,2016-07-01.4506342,bc,2.09,14.551,10.059,0.004,363.432,1.343,V
2457570.95380,2016-07-01.4519203,bc,2.32,14.515,10.052,0.005,365.422,1.387,V
2457570.95521,2016-07-01.4533268,bc,2.15,14.535,10.049,0.004,366.880,1.374,V
2457575.93630,2016-07-06.4345378,bc,1.40,14.610,10.051,0.004,365.951,1.275,V
2457575.93756,2016-07-06.4357973,bc,1.36,14.553,10.062,0.004,362.333,1.326,V
2457575.93882,2016-07-06.4370599,bc,1.41,14.628,10.054,0.004,364.944,1.309,V
2457578.92891,2016-07-09.4272240,bc,1.50,14.620,10.046,0.004,367.836,1.289,V
2457578.93018,2016-07-09.4284883,bc,1.42,14.630,10.057,0.004,364.141,1.304,V
2457580.92952,2016-07-11.4278796,bc,1.42,14.630,10.055,0.004,364.807,1.286,V
2457585.77298,2016-07-16.2714729,bc,1.42,14.623,10.062,0.004,362.203,1.307,V
2457585.77423,2016-07-16.2727234,bc,1.42,14.619,10.067,0.004,360.563,1.360,V
2457585.77548,2016-07-16.2739822,bc,1.38,14.628,10.083,0.004,355.441,1.378,V
2457591.83557,2016-07-22.3342533,bc,1.38,14.634,10.062,0.004,362.331,1.356,V
2457591.83683,2016-07-22.3355094,bc,1.39,14.634,10.058,0.004,363.555,1.411,V
2457591.83808,2016-07-22.3367643,bc,1.42,14.640,10.059,0.004,363.115,1.343,V
2457596.88249,2016-07-27.3813269,bc,1.58,14.613,10.069,0.004,360.013,1.327,V
2457596.88375,2016-07-27.3825907,bc,1.66,14.613,10.069,0.004,359.941,1.342,V
2457597.87625,2016-07-28.3751219,bc,1.67,14.603,10.045,0.004,367.935,1.371,V
2457597.87751,2016-07-28.3763850,bc,1.51,14.608,10.054,0.004,365.306,1.282,V
2457597.87876,2016-07-28.3776384,bc,1.57,14.609,10.043,0.004,368.752,1.289,V
2457601.86360,2016-08-01.3626043,bc,1.36,14.640,10.058,0.004,363.849,1.309,V
2457601.86486,2016-08-01.3638686,bc,1.34,14.639,10.056,0.004,364.459,1.328,V
2457601.86612,2016-08-01.3651306,bc,1.36,14.643,10.063,0.004,362.114,1.287,V
2457603.85901,2016-08-03.3580937,bc,1.42,14.628,10.064,0.004,361.860,1.316,V
2457603.86026,2016-08-03.3593439,bc,1.36,14.626,10.059,0.004,363.332,1.275,V
2457603.86153,2016-08-03.3606131,bc,1.34,14.626,10.057,0.004,363.923,1.241,V
2457605.81182,2016-08-05.3109707,bc,1.53,14.632,10.055,0.004,364.783,1.294,V
2457605.81307,2016-08-05.3122225,bc,1.54,14.633,10.057,0.004,363.933,1.257,V
2457605.81433,2016-08-05.3134768,bc,1.61,14.626,10.061,0.004,362.674,1.335,V
2457607.78784,2016-08-07.2870553,bc,1.36,14.641,10.058,0.004,363.496,1.246,V
2457607.78908,2016-08-07.2882965,bc,1.42,14.640,10.055,0.004,364.715,1.312,V
